he2022

135

pe

wavel  k
1.5991600009  n  -0.00449
1.607140001  n  -0.00449
1.6151300003  n  -0.00449
1.6231100012  n  -0.00449
1.6310900003  n  -0.00449
1.6390799996  n  -0.00449
1.6470600013  n  -0.00449
1.6550399996  n  -0.00449
1.6630299998  n  -0.00449
1.6710100004  n  -0.00449
1.6789899999  n  -0.00449
1.6869700001  n  -0.00449
1.6949600012  n  -0.00449
1.7029400011  n  -0.00449
1.7109200003  n  -0.00449
1.7189099996  n  -0.00449
1.7268900012  n  -0.00449
1.7348700014  n  -0.00449
1.7428600006  n  -0.00449
1.7508400009  n  -0.00449
1.7588199995  n  -0.00449
1.7668099992  n  -0.00449
1.7747900001  n  -0.00449
1.7827699997  n  -0.00449
1.7907600014  n  -0.00449
1.7987399995  n  -0.00449
1.8067199996  n  -0.00449
1.8147100008  n  -0.00449
1.82269  n  -0.00449
1.8306699999  n  -0.00449
1.8386600009  n  -0.00449
1.8466400011  n  -0.00449
1.8546199993  n  -0.00449
1.8626100009  n  -0.00449
1.8705899987  n  -0.00449
1.8785700016  n  -0.00449
1.8865499991  n  -0.00449
1.894539999  n  -0.00449
1.9025200006  n  -0.00449
1.9104999987  n  -0.00449
1.9184900016  n  -0.00449
1.9264699999  n  -0.00449
1.934450001  n  -0.00449
1.9424400018  n  -0.00449
1.9504199998  n  -0.00449
1.9584000001  n  -0.00449
1.9663899981  n  -0.00449
1.9743700002  n  -0.00449
1.9823500001  n  -0.00449
1.9903400002  n  -0.00449
1.9983200004  n  -0.00449
2.0062999987  n  -0.00449
2.0142900017  n  -0.00449
2.0222700017  n  -0.00449
2.0302499981  n  -0.00449
2.0382399995  n  -0.00449
2.046220001  n  -0.00449
2.0542000013  n  -0.00449
2.0621800021  n  -0.00449
2.0701700021  n  -0.00449
2.0781499986  n  -0.00449
2.0861299992  n  -0.00449
2.0941200015  n  -0.00449
2.1021000019  n  -0.00449
2.1100799997  n  -0.00449
2.118069999  n  -0.00449
2.1260500008  n  -0.00449
2.1340299991  n  -0.00449
2.1420200001  n  -0.00449
2.1500000003  n  -0.00449
2.1579800016  n  -0.00449
2.1659699983  n  -0.00449
2.1739500006  n  -0.00449
2.1819299998  n  -0.00449
2.1899200019  n  -0.00449
2.1979000019  n  -0.00449
2.2058799995  n  -0.00449
2.2138699992  n  -0.00449
2.2218499982  n  -0.00449
2.2298300008  n  -0.00449
2.2378200017  n  -0.00449
2.245799998  n  -0.00449
2.2537800004  n  -0.00449
2.2617599985  n  -0.00449
2.2697500004  n  -0.00449
2.2777300013  n  -0.0048
2.2857100016  n  -0.00472
2.2937000002  n  -0.00498
2.3016800008  n  -0.00447
2.3096600012  n  -0.00447
2.3176499982  n  -0.00448
2.325630001  n  -0.00449
2.3336100015  n  -0.0045
2.3415999978  n  -0.00451
2.34958  n  -0.00452
2.3575600026  n  -0.00453
2.3655499977  n  -0.00453
2.3735300023  n  -0.00454
2.3815100002  n  -0.00455
2.3894999979  n  -0.00456
2.3974799973  n  -0.00457
2.4054599978  n  -0.00458
2.4134500024  n  -0.00458
2.4214300023  n  -0.00457
2.4294100002  n  -0.00455
2.4373900014  n  -0.00454
2.4453799985  n  -0.00453
2.453360001  n  -0.00451
2.4613399973  n  -0.0045
2.4693300016  n  -0.00449
2.4773100018  n  -0.00448
2.4852899972  n  -0.00446
2.4932799995  n  -0.00448
2.5012599972  n  -0.0045
2.5092400003  n  -0.00453
2.5172299988  n  -0.00455
2.5252099984  n  -0.00457
2.5331900011  n  -0.00459
2.5411799998  n  -0.00462
2.5491600026  n  -0.00464
2.557140003  n  -0.00466
2.5651299973  n  -0.00468
2.5731099996  n  -0.0047
2.5810900013  n  -0.00469
2.5890800031  n  -0.00468
2.5970600013  n  -0.00467
2.6050399995  n  -0.00465
2.6130300032  n  -0.00464
2.6210100004  n  -0.00463
2.628990001  n  -0.00462
2.6369699966  n  -0.0046
2.6449600019  n  -0.00459
2.6529400014  n  -0.00455
2.6609200019  n  -0.00445
2.668910003  n  -0.00435
2.6768900023  n  -0.00424
2.6848699993  n  -0.00414
2.692860001  n  -0.00403
2.7008399991  n  -0.00393
2.7088200016  n  -0.00372
2.716810003  n  -0.00328
2.7247899977  n  -0.00284
2.7327699972  n  -0.00241
2.7407599998  n  -0.00197
2.7487399968  n  -0.00164
2.7567199978  n  -0.00135
2.7647099997  n  -0.00106
2.7726899995  n  -0.000769411
2.780669999  n  -0.000477953
2.7886599967  n  -7.79168e-05
2.7966400037  n  0.000516208
2.8046200012  n  0.00111
2.8126099994  n  0.00202
2.8205900013  n  0.00296
2.8285700007  n  0.00583
2.8365499985  n  0.01356
2.8445400008  n  0.02263
2.852519998  n  0.03379
2.8604999971  n  0.04828
2.8684899971  n  0.06651
2.8764699988  n  0.08825
2.884450003  n  0.11369
2.8924399966  n  0.14161
2.9004199991  n  0.17166
2.9084000002  n  0.20247
2.9163900033  n  0.23217
2.9243699958  n  0.26216
2.9323500022  n  0.28925
2.9403399957  n  0.3149
2.9483199985  n  0.33832
2.9562999971  n  0.35889
2.9642899987  n  0.37918
2.972269999  n  0.39901
2.9802500024  n  0.41979
2.9882400026  n  0.44129
2.9962200018  n  0.46401
3.0042000008  n  0.48782
3.0121800029  n  0.51312
3.020170003  n  0.5381
3.0281499973  n  0.55999
3.0361299986  n  0.57966
3.0441199958  n  0.59211
3.0521000002  n  0.60021
3.0600800011  n  0.59945
3.0680699957  n  0.59353
3.0760499993  n  0.58257
3.0840300011  n  0.56856
3.0920200025  n  0.55122
3.1000000015  n  0.53185
3.1079800022  n  0.51277
3.1159699968  n  0.49203
3.1239500014  n  0.47093
3.1319300019  n  0.44903
3.1399199971  n  0.42601
3.1478999986  n  0.40204
3.1558799998  n  0.37666
3.1638700017  n  0.35043
3.1718499987  n  0.32361
3.1798299974  n  0.29595
3.1878199978  n  0.26819
3.1958000029  n  0.24075
3.2037799991  n  0.214
3.2117599954  n  0.18833
3.219749998  n  0.16424
3.2277300017  n  0.14129
3.2357099996  n  0.12154
3.2436999983  n  0.10356
3.2516799959  n  0.08811
3.2596599975  n  0.0761
3.2676499958  n  0.06594
3.2756299991  n  0.05779
3.2836099993  n  0.05134
3.2916000037  n  0.04615
3.2995800047  n  0.04172
3.3075599989  n  0.03794
3.3155500051  n  0.03475
3.3235300055  n  0.03227
3.3315099979  n  0.03003
3.3394999984  n  0.02774
3.3474799958  n  0.02606
3.3554599971  n  0.02451
3.363450001  n  0.02317
3.3714299978  n  0.02178
3.3794100004  n  0.02081
3.3873900031  n  0.01977
3.3953799981  n  0.01862
3.4033599951  n  0.01804
3.4113400017  n  0.01748
3.4193299956  n  0.01683
3.4273100022  n  0.01612
3.4352900039  n  0.01579
3.4432799953  n  0.01533
3.45126  n  0.01478
3.4592399948  n  0.01458
3.4672300009  n  0.01406
3.4752099978  n  0.01381
3.4831900014  n  0.01342
3.4911799963  n  0.01318
3.4991599952  n  0.01288
3.5071400022  n  0.01238
3.5151299983  n  0.01226
3.5231099986  n  0.01219
3.5310900045  n  0.01195
3.5390800025  n  0.01173
3.5470600032  n  0.01172
3.5550400021  n  0.01136
3.5630300007  n  0.01121
3.571009998  n  0.01094
3.5789900059  n  0.01071
3.5869700029  n  0.01081
3.5949599984  n  0.01071
3.6029400005  n  0.01045
3.6109200042  n  0.01017
3.6189100019  n  0.01039
3.6268900018  n  0.00994
3.6348699956  n  0.01005
3.642859995  n  0.0101
3.6508400002  n  0.00981
3.6588199967  n  0.00954
3.6668099998  n  0.00978
3.6747899933  n  0.00951
3.6827699934  n  0.00967
3.6907600033  n  0.0095
3.6987399946  n  0.00929
3.7067199991  n  0.00932
3.7147100042  n  0.00946
3.7226900018  n  0.00912
3.7306699951  n  0.00926
3.7386599946  n  0.00941
3.7466400039  n  0.00916
3.7546199942  n  0.00929
3.762609997  n  0.00934
3.7705900043  n  0.00921
3.7785699944  n  0.00916
3.7865499957  n  0.0094
3.7945400022  n  0.00938
3.8025200023  n  0.00936
3.8104999943  n  0.00952
3.8184900023  n  0.00956
3.8264699988  n  0.00949
3.8344499987  n  0.00983
3.8424399949  n  0.00983
3.850419993  n  0.00981
3.8584000071  n  0.00998
3.866389996  n  0.00977
3.8743700037  n  0.01017
3.8823499956  n  0.01
3.8903399987  n  0.01019
3.8983199948  n  0.01012
3.9063000037  n  0.01029
3.9142899975  n  0.0106
3.9222700062  n  0.01077
3.9302499948  n  0.01064
3.9382400005  n  0.01088
3.9462199983  n  0.01099
3.954200004  n  0.01097
3.9621799935  n  0.01115
3.9701700007  n  0.01152
3.9781499952  n  0.01129
3.9861300055  n  0.01157
3.9941200003  n  0.01169
4.0020999979  n  0.0118
4.0100799937  n  0.01221
4.0180700001  n  0.01214
4.0260499928  n  0.01227
4.0340299959  n  0.01227
4.0420199992  n  0.01267
4.0500000041  n  0.0128
4.0579799962  n  0.01295
4.0659700055  n  0.01309
4.0739499982  n  0.01323
4.0819300008  n  0.01338
4.0899199995  n  0.01353
4.0978999947  n  0.01366
4.1058800028  n  0.01381
4.1138699962  n  0.01396
4.1218499977  n  0.0141
4.1298299941  n  0.01425
4.1378199925  n  0.01448
4.1457999916  n  0.01471
4.1537799969  n  0.01493
4.1617600036  n  0.01516
4.1697500057  n  0.0154
4.177729992  n  0.01564
4.1857100078  n  0.01588
4.1937000083  n  0.01611
4.2016800014  n  0.01636
4.2096599943  n  0.01661
4.2176500066  n  0.01684
4.2256299984  n  0.01705
4.2336100075  n  0.01727
4.2415999916  n  0.01749
4.2495799917  n  0.0177
4.2575600024  n  0.01794
4.2655500071  n  0.01815
4.273530006  n  0.01837
4.2815100019  n  0.0186
4.2895000023  n  0.01882
4.2974800063  n  0.01904
4.3054600048  n  0.01928
4.313449991  n  0.01952
4.3214300034  n  0.01974
4.3294100003  n  0.01998
4.337390006  n  0.02022
4.345379997  n  0.02047
4.3533600025  n  0.0207
4.3613400024  n  0.02094
4.3693299915  n  0.02118
4.3773099913  n  0.02143
4.3852900008  n  0.02178
4.3932799932  n  0.0222
4.401260005  n  0.02252
4.4092399945  n  0.02328
4.4172300082  n  0.02339
4.4252100037  n  0.02364
4.4331899937  n  0.02402
4.4411799995  n  0.02441
4.4491600004  n  0.02476
4.4571400036  n  0.02515
4.4651300026  n  0.02532
4.4731100021  n  0.02547
4.4810900018  n  0.02563
4.4890800054  n  0.02581
4.4970600065  n  0.0259
4.5050399955  n  0.02566
4.5130300044  n  0.02588
4.5210099992  n  0.02567
4.5289899993  n  0.02556
4.5369699991  n  0.02555
4.5449599918  n  0.02517
4.5529399927  n  0.02479
4.5609200032  n  0.02444
4.5689100003  n  0.02391
4.576889999  n  0.02347
4.584870006  n  0.02315
4.5928600005  n  0.02248
4.6008400011  n  0.02196
4.6088199965  n  0.02154
4.6168100093  n  0.02102
4.624790001  n  0.02082
4.6327700043  n  0.01991
4.6407599983  n  0.01929
4.6487399971  n  0.01905
4.6567199904  n  0.01832
4.6647099981  n  0.01789
4.6726900039  n  0.01743
4.6806699956  n  0.01675
4.6886599891  n  0.01622
4.6966400064  n  0.01555
4.7046200093  n  0.01516
4.7126100085  n  0.01516
4.7205900009  n  0.01435
4.7285700096  n  0.01394
4.7365500097  n  0.01304
4.7445399941  n  0.01358
4.7525200059  n  0.01294
4.7605000064  n  0.01214
4.7684900012  n  0.01226
4.776469993  n  0.01134
4.7844500016  n  0.01106
4.7924399987  n  0.01085
4.8004199945  n  0.01054
4.8083999978  n  0.01016
4.8163899902  n  0.01
4.8243699924  n  0.00958
4.8323500008  n  0.00937
4.8403400054  n  0.00948
4.8483199939  n  0.00882
4.8562999949  n  0.00831
4.8642900057  n  0.00826
4.8722700068  n  0.00782
4.8802500113  n  0.00754
4.8882399978  n  0.00786
4.8962199904  n  0.00748
4.9042000084  n  0.00691
4.9121799969  n  0.00682
4.9201699958  n  0.00635
4.928149988  n  0.00661
4.936130007  n  0.00618
4.9441199984  n  0.00573
4.9520999957  n  0.00566
4.9600800112  n  0.00565
4.9680699906  n  0.00563
4.9760499977  n  0.00517
4.9840299966  n  0.00518
4.9920200064  n  0.005
5.0  n  0.00477
5.0079799908  n  0.00459
5.0159699958  n  0.00471
5.0239499986  n  0.00447
5.0319300112  n  0.00459
5.0399199967  n  0.0045
5.0479000027  n  0.00408
5.0558800127  n  0.00365
5.0638700101  n  0.00368
5.0718500081  n  0.00372
5.0798300112  n  0.00361
5.087819996  n  0.00345
5.0957999953  n  0.00353
5.1037800075  n  0.00325
5.1117599934  n  0.00377
5.1197500055  n  0.00337
5.1277300111  n  0.00315
5.1357100071  n  0.0034
5.1437000101  n  0.00316
5.1516800131  n  0.00297
5.1596600032  n  0.00292
5.1676500128  n  0.00317
5.1756300099  n  0.00292
5.1836099975  n  0.0029
5.1915999954  n  0.00307
5.1995800029  n  0.00307
5.2075600107  n  0.00294
5.2155499975  n  0.00316
5.2235299968  n  0.00308
5.2315100126  n  0.00318
5.2395000079  n  0.00271
5.2474799987  n  0.00293
5.2554600012  n  0.00318
5.2634499885  n  0.00293
5.2714299891  n  0.00315
5.2794100027  n  0.00308
5.2873900031  n  0.0032
5.2953800034  n  0.0031
5.3033599872  n  0.00324
5.311339995  n  0.00337
5.3193299915  n  0.0033
5.3273100067  n  0.00369
5.3352900047  n  0.00342
5.3432800129  n  0.00355
5.3512599972  n  0.00372
5.3592400139  n  0.00412
5.3672300101  n  0.00411
5.3752100034  n  0.00389
5.3831899987  n  0.00415
5.3911800047  n  0.00416
5.3991600073  n  0.00434
5.4071399867  n  0.0046
5.415130013  n  0.00459
5.4231100128  n  0.00509
5.4310899988  n  0.00493
5.439080014  n  0.00517
5.4470599859  n  0.00507
5.4550399886  n  0.00532
5.463030007  n  0.0055
5.4710100016  n  0.00587
5.4789899883  n  0.00587
5.4869699854  n  0.00623
5.4949600062  n  0.00618
5.5029399897  n  0.00638
5.510920012  n  0.00645
5.5189099932  n  0.00697
5.5268900028  n  0.00747
5.5348699937  n  0.00762
5.5428600042  n  0.008
5.5508399936  n  0.00841
5.5588200035  n  0.00886
5.5668100063  n  0.00885
5.5747900057  n  0.00945
5.5827700086  n  0.00991
5.5907600123  n  0.01026
5.5987400058  n  0.01044
5.6067199903  n  0.01128
5.6147099877  n  0.01153
5.6226900057  n  0.01219
5.6306700073  n  0.01279
5.6386600063  n  0.01349
5.6466399996  n  0.01386
5.6546200058  n  0.01449
5.6626099974  n  0.01532
5.6705899948  n  0.0163
5.6785700075  n  0.01699
5.6865500053  n  0.01794
5.6945400107  n  0.0188
5.7025200143  n  0.0199
5.7105000117  n  0.02118
5.7184900135  n  0.02218
5.7264700063  n  0.02364
5.7344500066  n  0.02488
5.7424400117  n  0.02652
5.7504200064  n  0.02784
5.758399994  n  0.02946
5.7663899905  n  0.03156
5.7743700141  n  0.03306
5.7823499873  n  0.03514
5.7903400105  n  0.03683
5.798320004  n  0.03837
5.8063000085  n  0.04067
5.8142900073  n  0.04254
5.8222699917  n  0.04479
5.8302499862  n  0.04638
5.8382399897  n  0.04768
5.8462200002  n  0.04969
5.8541999901  n  0.05085
5.8621800073  n  0.05285
5.8701699904  n  0.05428
5.8781499948  n  0.05594
5.8861300015  n  0.05686
5.894119997  n  0.05819
5.9021000138  n  0.05909
5.910080012  n  0.05966
5.9180699905  n  0.06038
5.9260499955  n  0.06145
5.9340299999  n  0.06226
5.9420200148  n  0.06255
5.9499999961  n  0.06269
5.9579799995  n  0.063
5.9659700116  n  0.06324
5.9739500056  n  0.06335
5.9819300131  n  0.06355
5.9899199949  n  0.0636
5.9979000152  n  0.0637
6.0058800088  n  0.06378
6.0138700169  n  0.0636
6.0218500178  n  0.06315
6.0298299911  n  0.06303
6.0378199866  n  0.06337
6.0458000063  n  0.06368
6.0537800017  n  0.06336
6.0617599993  n  0.0624
6.0697500102  n  0.06229
6.0777300097  n  0.06186
6.0857099831  n  0.06085
6.093699985  n  0.06006
6.1016799817  n  0.05965
6.1096600024  n  0.05934
6.1176499953  n  0.05834
6.1256299942  n  0.05779
6.1336099968  n  0.05771
6.1415999924  n  0.05708
6.1495800104  n  0.05674
6.1575600151  n  0.05682
6.1655499992  n  0.05673
6.1735299888  n  0.05612
6.1815099897  n  0.05595
6.1894999973  n  0.05576
6.197479998  n  0.0554
6.2054600006  n  0.05483
6.2134500017  n  0.0549
6.2214299881  n  0.05482
6.229410009  n  0.05444
6.2373899856  n  0.05438
6.2453800192  n  0.05423
6.2533600085  n  0.05411
6.2613399911  n  0.05375
6.2693299901  n  0.05372
6.2773099864  n  0.05361
6.2852900179  n  0.05346
6.2932799878  n  0.05314
6.3012600018  n  0.05279
6.3092400177  n  0.05249
6.3172300149  n  0.0518
6.3252099884  n  0.05169
6.3331900132  n  0.05167
6.3411799855  n  0.05175
6.3491599903  n  0.0513
6.3571400196  n  0.05096
6.365130005  n  0.05095
6.3731100032  n  0.05058
6.3810900022  n  0.05015
6.3890800093  n  0.05027
6.3970600136  n  0.04956
6.4050399979  n  0.04953
6.4130300046  n  0.04974
6.4210099967  n  0.04935
6.4289899926  n  0.04871
6.4369700008  n  0.04874
6.4449599997  n  0.04872
6.4529400024  n  0.0483
6.4609200044  n  0.04763
6.4689100174  n  0.04755
6.4768899902  n  0.04741
6.4848699942  n  0.04731
6.4928599902  n  0.04744
6.5008399898  n  0.04721
6.5088200141  n  0.04622
6.5168100137  n  0.04616
6.5247899804  n  0.04588
6.5327700108  n  0.04579
6.5407600018  n  0.0455
6.5487400126  n  0.04555
6.5567200013  n  0.04522
6.5647099809  n  0.04486
6.5726899946  n  0.04496
6.5806699887  n  0.04433
6.5886600069  n  0.0443
6.5966399909  n  0.04403
6.6046200043  n  0.04364
6.6126099907  n  0.04342
6.6205900084  n  0.04303
6.628570021  n  0.04326
6.6365500028  n  0.04373
6.6445399941  n  0.04318
6.6525199942  n  0.04276
6.6605000205  n  0.04224
6.6684900097  n  0.04168
6.6764699946  n  0.04144
6.6844500221  n  0.04203
6.6924400116  n  0.04131
6.7004199877  n  0.04111
6.7083999807  n  0.04082
6.7163899823  n  0.04071
6.7243700099  n  0.04071
6.7323499865  n  0.04064
6.740340021  n  0.04032
6.7483199889  n  0.04027
6.7563000217  n  0.04012
6.764289982  n  0.03976
6.772270014  n  0.03922
6.7802500023  n  0.03921
6.7882400177  n  0.03937
6.7962200185  n  0.03898
6.8042000068  n  0.03899
6.8121800089  n  0.03863
6.8201700062  n  0.0384
6.8281500016  n  0.03876
6.8361299998  n  0.03837
6.8441200064  n  0.03818
6.8520999778  n  0.03801
6.8600799906  n  0.03784
6.86806998  n  0.03766
6.8760499986  n  0.0375
6.8840300059  n  0.03732
6.8920200071  n  0.03714
6.900000011  n  0.03699
6.9079800004  n  0.0368
6.9159700031  n  0.03662
6.9239499852  n  0.03646
6.9319300002  n  0.03629
6.9399200022  n  0.03613
6.9479000115  n  0.03594
6.9558800078  n  0.03578
6.9638700148  n  0.03561
6.9718500122  n  0.03542
6.9798300014  n  0.03526
6.9878199782  n  0.03508
6.9957999805  n  0.0349
7.0037799821  n  0.03471
7.0117600187  n  0.03453
7.0197499823  n  0.03434
7.0277300242  n  0.03412
7.0357100135  n  0.03393
7.0437000094  n  0.03374
7.0516799785  n  0.03355
7.0596600078  n  0.03336
7.0676499766  n  0.03318
7.0756300153  n  0.03299
7.0836099808  n  0.0328
7.0916000203  n  0.03261
7.0995799796  n  0.03242
7.1075599846  n  0.03223
7.1155499999  n  0.03204
7.1235299884  n  0.03181
7.1315099935  n  0.03164
7.139499997  n  0.03151
7.1474799797  n  0.03136
7.1554600035  n  0.03124
7.163450015  n  0.03113
7.1714300153  n  0.031
7.1794099806  n  0.03085
7.187390006  n  0.03073
7.1953800249  n  0.03062
7.2033600159  n  0.03049
7.2113399937  n  0.03035
7.2193300102  n  0.03023
7.2273100156  n  0.03011
7.235289988  n  0.02996
7.2432799945  n  0.02984
7.2512600098  n  0.02972
7.2592399744  n  0.02961
7.2672300228  n  0.02945
7.2752099977  n  0.02934
7.2831900122  n  0.02922
7.2911800032  n  0.0291
7.2991599995  n  0.02895
7.3071400228  n  0.02884
7.3151300224  n  0.02869
7.3231100033  n  0.02852
7.3310900002  n  0.02833
7.3390799748  n  0.02814
7.347060017  n  0.02797
7.3550400129  n  0.0278
7.3630299893  n  0.02761
7.3710100152  n  0.02742
7.3789899878  n  0.02725
7.3869700143  n  0.02708
7.3949599916  n  0.0269
7.4029399799  n  0.02671
7.4109200188  n  0.02652
7.4189100152  n  0.02636
7.4268900104  n  0.02617
7.4348699998  n  0.02598
7.4428600101  n  0.02579
7.4508400096  n  0.02563
7.4588200039  n  0.02545
7.4668099737  n  0.02525
7.4747899814  n  0.02508
7.4827699868  n  0.02493
7.490759979  n  0.0248
7.4987400055  n  0.02465
7.5067199782  n  0.02453
7.5147100073  n  0.02441
7.5226900128  n  0.02425
7.530670028  n  0.02412
7.5386600012  n  0.024
7.5466400087  n  0.02385
7.554619978  n  0.02372
7.5626099783  n  0.02359
7.5705900172  n  0.02346
7.5785699716  n  0.02331
7.5865500179  n  0.02319
7.5945400239  n  0.02307
7.6025200012  n  0.02291
7.6105000273  n  0.02278
7.6184899746  n  0.02266
7.6264700193  n  0.02252
7.6344500129  n  0.02238
7.642440007  n  0.02225
7.6504199951  n  0.02213
7.6584000084  n  0.02201
7.6663899867  n  0.02185
7.6743699741  n  0.02173
7.6823500075  n  0.02161
7.6903399709  n  0.02147
7.698320021  n  0.0213
7.7063000213  n  0.02111
7.714289977  n  0.02092
7.722269981  n  0.02073
7.730250019  n  0.02054
7.73823998  n  0.02035
7.7462200131  n  0.02016
7.7541999868  n  0.01997
7.7621799704  n  0.01978
7.7701699957  n  0.01959
7.7781499882  n  0.01939
7.78613002  n  0.0192
7.7941200036  n  0.01899
7.8020999836  n  0.01878
